is_open,stars,American,Mexican,Italian,Japanese,Chinese,Thai,Mediterranean,French,Vietnamese,Greek,Indian,Korean,Hawaiian,African,Spanish,Middle Eastern,Other,age,review_count_16_19,review_normalized,pos,neg,neutral,pos_norm,neg_norm,neutral_norm,bi_goodfood_text,bi_goodloc_text,bi_bad_text,Delivery,RestaurantsPriceRange2,OutdoorSeating,HasTV,Touristy,Hipster,Romantic,Divey,Intimate,Trendy,Upscale,Classy,Casual,Alc_None_served,Alc_beer_and_wine,Alc_full_bar,open_breakfast,open_lunch,open_dinner,open_hours_meals,displayed_open_hours,is_crowded,is_chain,operation_years
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,79,19.75,74,3,2,18.5,0.75,0.5,4,13,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,1,1,0,0
0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,2.62,11,10,0,1.38,1.25,0,4,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,1,1,2
0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,27,3.86,3,20,4,0.43,2.86,0.57,4,0,2,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,1,1
0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,37,36,0,1,36,0,1,8,5,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1
1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,183,15.25,147,21,15,12.25,1.75,1.25,34,18,6,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,1,1,0,0
1,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,232,15.47,148,54,30,9.87,3.6,2,54,32,21,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,0,0
1,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,18.67,39,13,4,13,4.33,1.33,23,10,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3,1,1,0,0
1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,6.67,40,0,0,6.67,0,0,6,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,0,0
1,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,5,18,1,1,4.5,0.25,0.25,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
1,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,117,8.36,79,22,16,5.64,1.57,1.14,27,28,4,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,2,1,1,0,0
1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,292,41.71,221,34,37,31.57,4.86,5.29,176,62,22,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,2,1,1,0,0
0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,3.5,7,0,0,3.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1,3.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,14,96,6.86,67,21,8,4.79,1.5,0.57,27,28,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,1,0,0
1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,5,0.36,2,2,1,0.14,0.14,0.07,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,64,7.11,34,24,6,3.78,2.67,0.67,7,0,6,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,1,1,3
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,30,6,16,13,1,3.2,2.6,0.2,3,1,7,0,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,2
0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,107,35.67,49,49,9,16.33,16.33,3,29,20,11,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,2
1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,126,9.69,69,40,17,5.31,3.08,1.31,56,39,10,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,1,0,0
0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41,3.15,23,5,13,1.77,0.38,1,13,14,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,2
1,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,74,12.33,40,23,11,6.67,3.83,1.83,25,17,2,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,1,1,0
0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,45,3.46,26,14,5,2,1.08,0.38,14,7,3,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,3,1,1,0,3
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,58,4.83,42,10,6,3.5,0.83,0.5,2,9,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,0,1
1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,12,1.33,7,4,1,0.78,0.44,0.11,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,22,2.2,15,6,1,1.5,0.6,0.1,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,1,1,1,0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,19,2.11,9,8,2,1,0.89,0.22,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,25,2.78,4,20,1,0.44,2.22,0.11,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,18,4.5,3,14,1,0.75,3.5,0.25,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,7,0.78,5,2,0,0.56,0.22,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,83,9.22,10,69,4,1.11,7.67,0.44,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,57,5.18,10,44,3,0.91,4,0.27,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,1,1,1,0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,26,2,7,15,4,0.54,1.15,0.31,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,1,0
1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,33,4.71,9,24,0,1.29,3.43,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,19,1.46,8,9,2,0.62,0.69,0.15,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0
1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,18,2.25,1,17,0,0.12,2.12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,20,1.82,9,11,0,0.82,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,11,1.38,3,6,2,0.38,0.75,0.25,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,17,1.7,1,14,2,0.1,1.4,0.2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,1,0
1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,19,3.17,10,9,0,1.67,1.5,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,17,2.43,4,13,0,0.57,1.86,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,16,1.6,3,11,2,0.3,1.1,0.2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,23,2.3,10,10,3,1,1,0.3,1,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0
1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,33,4.71,10,22,1,1.43,3.14,0.14,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16,4,3,12,1,0.75,3,0.25,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,18,3.6,4,13,1,0.8,2.6,0.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,53,4.82,8,41,4,0.73,3.73,0.36,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16,4,6,9,1,1.5,2.25,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,1,0
1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,101,10.1,49,38,14,4.9,3.8,1.4,23,14,9,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3,1,1,0,0
1,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,10,36,0,4,9,0,1,9,6,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,1,1,0,0
1,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,139,46.33,127,4,8,42.33,1.33,2.67,35,8,10,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0
0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,1.44,9,1,3,1,0.11,0.33,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3
1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,142,23.67,112,23,7,18.67,3.83,1.17,42,38,10,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3,1,0,0,0
1,3.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,14,111,7.93,73,18,20,5.21,1.29,1.43,29,22,11,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,0,0
1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,78,6.5,50,20,8,4.17,1.67,0.67,13,7,4,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,1,0,1,0
1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,76,10.86,54,15,7,7.71,2.14,1,11,10,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3,1,1,1,0
1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,66,5.08,41,11,14,3.15,0.85,1.08,12,15,8,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,1,1,1,0
1,3.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,21,2.62,12,7,2,1.5,0.88,0.25,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,1,0,0
1,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,124,9.54,115,2,7,8.85,0.15,0.54,22,22,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1,1,0,0
1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,34,2.62,28,3,3,2.15,0.23,0.23,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,1,1,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,9,0.69,7,1,1,0.54,0.08,0.08,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,1,0,3
1,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37,3.36,23,8,6,2.09,0.73,0.55,3,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,1,1,0
1,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,56,4.67,34,19,3,2.83,1.58,0.25,7,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,1,0
1,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,2.57,17,1,0,2.43,0.14,0,2,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,1,0,0
1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,139,13.9,106,21,12,10.6,2.1,1.2,23,11,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,1,0,0
1,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37,3.36,26,10,1,2.36,0.91,0.09,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,0,1,0
1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,3.73,12,21,8,1.09,1.91,0.73,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,1,1,0
1,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,44,4.4,23,16,5,2.3,1.6,0.5,6,5,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,1,1,0
1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,2.92,15,17,6,1.15,1.31,0.46,3,4,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,1,1,0
0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,20,4,14,5,1,2.8,1,0.2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,1,1,3
1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,56,11.2,23,19,14,4.6,3.8,2.8,2,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,50,3.85,23,21,6,1.77,1.62,0.46,0,7,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,27,4.5,23,4,0,3.83,0.67,0,3,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,47,5.22,26,20,1,2.89,2.22,0.11,8,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,0,0
0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,45,5.62,21,15,9,2.62,1.88,1.12,14,9,5,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,1,0,2
1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,78,19.5,56,17,5,14,4.25,1.25,15,5,5,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,0,0,0
1,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,30,3.33,20,6,4,2.22,0.67,0.44,7,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,0,0
1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,83,10.38,57,15,11,7.12,1.88,1.38,29,10,7,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,2,1,1,0,0
1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,74,12.33,56,12,6,9.33,2,1,12,4,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,25,2.5,13,9,3,1.3,0.9,0.3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1,1,0,0
0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1.33,2,2,0,0.67,0.67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,0,1
0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,37,3.36,10,25,2,0.91,2.27,0.18,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,0,3
0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,12.75,36,9,6,9,2.25,1.5,18,8,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,1,1,0,1
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,110,22,16,86,8,3.2,17.2,1.6,1,3,8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,1,0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,67,5.15,19,40,8,1.46,3.08,0.62,5,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,1,0
0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,52,5.78,31,12,9,3.44,1.33,1,14,8,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,1,1,0,3
0,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,44,3.67,30,12,2,2.5,1,0.17,9,7,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,0,2
0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,49.5,47,39,13,23.5,19.5,6.5,31,11,14,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,2,1,1,0,1
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,94,9.4,66,17,11,6.6,1.7,1.1,12,4,3,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0
1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,195,27.86,134,36,25,19.14,5.14,3.57,37,19,12,1,2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,1,1,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2.5,3,0,2,1.5,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,1,1
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,59,7.38,45,9,5,5.62,1.12,0.62,8,6,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,1,3
1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,148,10.57,114,19,15,8.14,1.36,1.07,8,10,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,1,0
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,84,8.4,54,15,15,5.4,1.5,1.5,7,4,6,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,1,0
1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,201,13.4,142,30,29,9.47,2,1.93,46,33,11,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,1,1,0
1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,319,79.75,228,55,36,57,13.75,9,104,51,24,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,2,1,1,0,0
1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,816,102,666,76,74,83.25,9.5,9.25,210,130,34,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,3,1,1,0,0
1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,451,112.75,323,63,65,80.75,15.75,16.25,133,66,29,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0
1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,186,14.31,171,9,6,13.15,0.69,0.46,77,51,7,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2,1,1,1,0
1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,473,33.79,410,36,27,29.29,2.57,1.93,172,73,18,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2,1,1,1,0
1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,50,7.14,34,6,10,4.86,0.86,1.43,7,1,2,1,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,1,1,0,0
0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1.33,2,1,1,0.67,0.33,0.33,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,0,1
1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,134,11.17,98,26,10,8.17,2.17,0.83,28,11,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,0,0
1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,112,8,50,50,12,3.57,3.57,0.86,6,12,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,1,1,0,0
1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0.33,3,1,0,0.25,0.08,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,49,3.77,14,30,5,1.08,2.31,0.38,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,1,0
1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,38,6.33,7,28,3,1.17,4.67,0.5,3,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,77,5.5,16,56,5,1.14,4,0.36,2,3,7,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,1,0
1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,60,4.62,19,35,6,1.46,2.69,0.46,3,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,1,1,0
0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,51,5.1,10,40,1,1,4,0.1,5,0,7,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1,1,1,2
1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,451,50.11,331,54,66,36.78,6,7.33,168,94,32,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,1,1,0,0
1,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,141,10.07,45,81,15,3.21,5.79,1.07,38,14,16,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,1,0,0
1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,1.9,17,1,1,1.7,0.1,0.1,2,4,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0
1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,142,9.47,108,17,17,7.2,1.13,1.13,42,21,12,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,3,1,1,0,0
1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0.43,1,2,0,0.14,0.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,1,1,1,0
0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,2.75,9,2,0,2.25,0.5,0,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,3
1,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,87,6.69,51,29,7,3.92,2.23,0.54,21,13,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,0,0
1,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,132,9.43,76,33,23,5.43,2.36,1.64,66,27,7,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,1,1,0,0
